"split","image","label","source_split"
"train","00000_00001_00016_png.rf.8d8bc8fda0f76bbc45d86567e3f340e9.jpg","00000_00001_00016_png.rf.8d8bc8fda0f76bbc45d86567e3f340e9.txt","train"
"train","00000_00005_00029_png.rf.c4a86aa744f6a3c36b87ee5e58d1ff15.jpg","00000_00005_00029_png.rf.c4a86aa744f6a3c36b87ee5e58d1ff15.txt","train"
"train","00008_00038_00029_png.rf.270ad34ce45830264b328df9b3066e7b.jpg","00008_00038_00029_png.rf.270ad34ce45830264b328df9b3066e7b.txt","train"
"train","FisheyeCamera_1_00103_png.rf.5cb07ec8cd494fbacc3b6339c962853a.jpg","FisheyeCamera_1_00103_png.rf.5cb07ec8cd494fbacc3b6339c962853a.txt","train"
"train","001209_jpg.rf.6bec8430b2035f4cc873b5f94c2ef492.jpg","001209_jpg.rf.6bec8430b2035f4cc873b5f94c2ef492.txt","train"
"train","00004_00006_00004_png.rf.e921b63d530aef020f2e6bfcaf88ef4e.jpg","00004_00006_00004_png.rf.e921b63d530aef020f2e6bfcaf88ef4e.txt","valid"
"train","000766_jpg.rf.5447e57d147d8e168dde967250068b17.jpg","000766_jpg.rf.5447e57d147d8e168dde967250068b17.txt","train"
"train","000298_jpg.rf.a65699eb036be50507d2feb6ccfe9f1a.jpg","000298_jpg.rf.a65699eb036be50507d2feb6ccfe9f1a.txt","train"
"train","001414_jpg.rf.56e57f8737cecec4e2fadd829af7b9d9.jpg","001414_jpg.rf.56e57f8737cecec4e2fadd829af7b9d9.txt","train"
"train","00000_00006_00006_png.rf.8b9118b9fbafa044c7b3ef361acb83c9.jpg","00000_00006_00006_png.rf.8b9118b9fbafa044c7b3ef361acb83c9.txt","train"
"train","000933_jpg.rf.9f90b885f34660842b0b708d77e09b97.jpg","000933_jpg.rf.9f90b885f34660842b0b708d77e09b97.txt","train"
"train","00014_00021_00024_png.rf.ce1648b6a7120507bce5764d68ac6aeb.jpg","00014_00021_00024_png.rf.ce1648b6a7120507bce5764d68ac6aeb.txt","train"
"train","000308_jpg.rf.a357389aa673758e87f3899e412677f4.jpg","000308_jpg.rf.a357389aa673758e87f3899e412677f4.txt","train"
"train","road39_png.rf.177157c03f94ab06d44489db68f81708.jpg","road39_png.rf.177157c03f94ab06d44489db68f81708.txt","train"
"train","000695_jpg.rf.f18d298fbec2aeb429b6d7e1476f8184.jpg","000695_jpg.rf.f18d298fbec2aeb429b6d7e1476f8184.txt","test"
"train","00003_00022_00006_png.rf.64bafacaa4ea62a6e2df3effc1c9461b.jpg","00003_00022_00006_png.rf.64bafacaa4ea62a6e2df3effc1c9461b.txt","train"
"train","00001_00028_00021_png.rf.999740d2580a5403bf3491093fb73aea.jpg","00001_00028_00021_png.rf.999740d2580a5403bf3491093fb73aea.txt","train"
"train","road58_png.rf.f648f0221dae47eeb084ba13903349e4.jpg","road58_png.rf.f648f0221dae47eeb084ba13903349e4.txt","train"
"train","00000_00000_00020_png.rf.db203d509b50cbab52681f0214660ba3.jpg","00000_00000_00020_png.rf.db203d509b50cbab52681f0214660ba3.txt","train"
"train","FisheyeCamera_1_00261_png.rf.da6ad6c825735fbc37c0f7646b877808.jpg","FisheyeCamera_1_00261_png.rf.da6ad6c825735fbc37c0f7646b877808.txt","train"
"train","000656_jpg.rf.ed5a48ba1e061a8f72028534ee8c72c4.jpg","000656_jpg.rf.ed5a48ba1e061a8f72028534ee8c72c4.txt","test"
"train","00001_00029_00011_png.rf.2243fcc781d3e78fb388479b59f72f88.jpg","00001_00029_00011_png.rf.2243fcc781d3e78fb388479b59f72f88.txt","test"
"train","00001_00032_00012_png.rf.62a2347eaccf5187f975216c72f32df3.jpg","00001_00032_00012_png.rf.62a2347eaccf5187f975216c72f32df3.txt","test"
"train","road380_png.rf.3a3b89c0c5cb8000d8b598d0109e352a.jpg","road380_png.rf.3a3b89c0c5cb8000d8b598d0109e352a.txt","valid"
"train","00000_00000_00015_png.rf.9de494202f19ba19982579d50563df7b.jpg","00000_00000_00015_png.rf.9de494202f19ba19982579d50563df7b.txt","train"
"train","00001_00031_00011_png.rf.938f2b2f9de98f4b8cb3b49f7f241f6e.jpg","00001_00031_00011_png.rf.938f2b2f9de98f4b8cb3b49f7f241f6e.txt","test"
"train","FisheyeCamera_1_00096_png.rf.bc437425dea0c08934e62a7fef199923.jpg","FisheyeCamera_1_00096_png.rf.bc437425dea0c08934e62a7fef199923.txt","train"
"train","000713_jpg.rf.4db7df76c8120130f0ef8467b565a9fe.jpg","000713_jpg.rf.4db7df76c8120130f0ef8467b565a9fe.txt","test"
"train","road750_png.rf.ba618d58189ccbf81ba4b0e8fcb1f76f.jpg","road750_png.rf.ba618d58189ccbf81ba4b0e8fcb1f76f.txt","valid"
"train","road98_png.rf.c5a23e3b3da4bf01452d998d78552094.jpg","road98_png.rf.c5a23e3b3da4bf01452d998d78552094.txt","train"
"train","000871_JPG_jpg.rf.d3da6844d214c09d5806c0d4103b24da.jpg","000871_JPG_jpg.rf.d3da6844d214c09d5806c0d4103b24da.txt","train"
"train","00008_00045_00004_png.rf.52d68496fe6c5c9387ab68f2665bba3d.jpg","00008_00045_00004_png.rf.52d68496fe6c5c9387ab68f2665bba3d.txt","valid"
"train","000634_jpg.rf.edc203ac71895ebad758487fdb0f9730.jpg","000634_jpg.rf.edc203ac71895ebad758487fdb0f9730.txt","train"
"train","road830_png.rf.ede40470a04a5712e78b6596850d8a44.jpg","road830_png.rf.ede40470a04a5712e78b6596850d8a44.txt","train"
"train","road544_png.rf.223361f53341ce8223f9e5730be9e29f.jpg","road544_png.rf.223361f53341ce8223f9e5730be9e29f.txt","train"
"train","FisheyeCamera_1_00070_png.rf.39d2d7025b8e6a25a4f03fff44db3ced.jpg","FisheyeCamera_1_00070_png.rf.39d2d7025b8e6a25a4f03fff44db3ced.txt","train"
"train","001651_JPG_jpg.rf.67689d4a3ee3fadaf14c4484232c4f1b.jpg","001651_JPG_jpg.rf.67689d4a3ee3fadaf14c4484232c4f1b.txt","train"
"train","000745_jpg.rf.1936c95fcba543d2de1a911115b97643.jpg","000745_jpg.rf.1936c95fcba543d2de1a911115b97643.txt","train"
"train","00004_00059_00015_png.rf.e3ea2c50bcb3ec3bb70b8418dc294362.jpg","00004_00059_00015_png.rf.e3ea2c50bcb3ec3bb70b8418dc294362.txt","valid"
"train","000002_jpg.rf.62f41917704f224f232e1737f1572e01.jpg","000002_jpg.rf.62f41917704f224f232e1737f1572e01.txt","valid"
"train","00003_00045_00011_png.rf.4ae020639cc7a92fa445b4b90b3c3a21.jpg","00003_00045_00011_png.rf.4ae020639cc7a92fa445b4b90b3c3a21.txt","train"
"train","000014_jpg.rf.e53f88ecde589c010c4d575e5d491d04.jpg","000014_jpg.rf.e53f88ecde589c010c4d575e5d491d04.txt","train"
"train","00004_00052_00005_png.rf.bf8afa231eb8b5cdb3e7a41e9d2d9d6f.jpg","00004_00052_00005_png.rf.bf8afa231eb8b5cdb3e7a41e9d2d9d6f.txt","train"
"train","000137_jpg.rf.ca848df117677b5a5d1a1bccd4946052.jpg","000137_jpg.rf.ca848df117677b5a5d1a1bccd4946052.txt","valid"
"train","000600_jpg.rf.e18bea662fe4815aaf41d5bcaa1260d9.jpg","000600_jpg.rf.e18bea662fe4815aaf41d5bcaa1260d9.txt","train"
"train","00000_00001_00008_png.rf.250d3695463bc8ea3e79033aa71ad9b0.jpg","00000_00001_00008_png.rf.250d3695463bc8ea3e79033aa71ad9b0.txt","test"
"train","000789_jpg.rf.2e64bc98c7d4ace8c98e37428fd2ff07.jpg","000789_jpg.rf.2e64bc98c7d4ace8c98e37428fd2ff07.txt","train"
"train","road540_png.rf.282f6ee8047180d67b843d0d8d40aaa2.jpg","road540_png.rf.282f6ee8047180d67b843d0d8d40aaa2.txt","valid"
"train","00003_00038_00005_png.rf.1299e3123f36086cce1679f7cbc7224f.jpg","00003_00038_00005_png.rf.1299e3123f36086cce1679f7cbc7224f.txt","train"
"train","00008_00035_00015_png.rf.482dd33f831f8855ed5461ad9f8c0a8e.jpg","00008_00035_00015_png.rf.482dd33f831f8855ed5461ad9f8c0a8e.txt","train"
"train","00008_00046_00016_png.rf.c821f2f30e8747671f3b2632e09e8f46.jpg","00008_00046_00016_png.rf.c821f2f30e8747671f3b2632e09e8f46.txt","valid"
"train","FisheyeCamera_1_00475_png.rf.6d0a62c359b28e0f0cc5fc1f82b2e130.jpg","FisheyeCamera_1_00475_png.rf.6d0a62c359b28e0f0cc5fc1f82b2e130.txt","train"
"train","road702_png.rf.fb81b2d5a2ee18d2d6b5dc1885eb5549.jpg","road702_png.rf.fb81b2d5a2ee18d2d6b5dc1885eb5549.txt","train"
"train","001695_JPG_jpg.rf.e696432533166c889a672d357b633f96.jpg","001695_JPG_jpg.rf.e696432533166c889a672d357b633f96.txt","train"
"train","road34_png.rf.6763a6ac003b8cca923f6494af18d74c.jpg","road34_png.rf.6763a6ac003b8cca923f6494af18d74c.txt","train"
"train","00002_00062_00025_png.rf.3661dcd0729597b83f2faa8c88ad5970.jpg","00002_00062_00025_png.rf.3661dcd0729597b83f2faa8c88ad5970.txt","train"
"train","FisheyeCamera_1_00350_png.rf.a16694a98184173884673ad91db49a84.jpg","FisheyeCamera_1_00350_png.rf.a16694a98184173884673ad91db49a84.txt","train"
"train","FisheyeCamera_1_00620_png.rf.5536a2a9cd13bc459a7a477f5b1336fa.jpg","FisheyeCamera_1_00620_png.rf.5536a2a9cd13bc459a7a477f5b1336fa.txt","train"
"train","FisheyeCamera_1_00273_png.rf.49461bd9fe35f2a1d1c20945a7f4bdc6.jpg","FisheyeCamera_1_00273_png.rf.49461bd9fe35f2a1d1c20945a7f4bdc6.txt","train"
"train","00004_00047_00023_png.rf.dc712582eac03220bbfbb1a0836d47b6.jpg","00004_00047_00023_png.rf.dc712582eac03220bbfbb1a0836d47b6.txt","train"
"train","000791_jpg.rf.d9a38f74d595553d44960736187fd7a1.jpg","000791_jpg.rf.d9a38f74d595553d44960736187fd7a1.txt","train"
"train","00014_00011_00013_png.rf.914240886774f8210bf3129dbd83539e.jpg","00014_00011_00013_png.rf.914240886774f8210bf3129dbd83539e.txt","valid"
"train","001834_JPG_jpg.rf.fc4044f68b47834842e86c3f6e2d2e0b.jpg","001834_JPG_jpg.rf.fc4044f68b47834842e86c3f6e2d2e0b.txt","train"
"train","00000_00005_00005_png.rf.0f36ea54809ef4aac13136b947ccdf5b.jpg","00000_00005_00005_png.rf.0f36ea54809ef4aac13136b947ccdf5b.txt","train"
"train","00000_00004_00019_png.rf.ec5fb4e3f986ec141558d24dfaf1a808.jpg","00000_00004_00019_png.rf.ec5fb4e3f986ec141558d24dfaf1a808.txt","train"
"train","00014_00005_00011_png.rf.378b5af0fcbd42e979f4295f54e1ec1b.jpg","00014_00005_00011_png.rf.378b5af0fcbd42e979f4295f54e1ec1b.txt","train"
"train","00002_00016_00014_png.rf.8205896f3ab47a25cf8a768f6dafa202.jpg","00002_00016_00014_png.rf.8205896f3ab47a25cf8a768f6dafa202.txt","train"
"train","00007_00002_00011_png.rf.482b92a27bc802b5dc1d511fa4adcd83.jpg","00007_00002_00011_png.rf.482b92a27bc802b5dc1d511fa4adcd83.txt","valid"
"train","00001_00060_00007_png.rf.b4c9843b8d21fa8a746dde69f95979d3.jpg","00001_00060_00007_png.rf.b4c9843b8d21fa8a746dde69f95979d3.txt","test"
"train","000952_JPG_jpg.rf.0369045fff4fdf9e9c60ebacc014e54f.jpg","000952_JPG_jpg.rf.0369045fff4fdf9e9c60ebacc014e54f.txt","valid"
"train","00007_00028_00012_png.rf.53894e8968cb0155bc1bc02b36fea6dd.jpg","00007_00028_00012_png.rf.53894e8968cb0155bc1bc02b36fea6dd.txt","train"
"train","000847_jpg.rf.b4480f05196dff4d97a850500e7ed146.jpg","000847_jpg.rf.b4480f05196dff4d97a850500e7ed146.txt","train"
"train","001817_JPG_jpg.rf.ca41fb4bca7f07e9553978ab10a54aff.jpg","001817_JPG_jpg.rf.ca41fb4bca7f07e9553978ab10a54aff.txt","train"
"train","000615_jpg.rf.81505310e8a5d049535d15f713c1a909.jpg","000615_jpg.rf.81505310e8a5d049535d15f713c1a909.txt","train"
"train","FisheyeCamera_1_00206_png.rf.bfdc7f4117d5e71449454cac13cb2ad2.jpg","FisheyeCamera_1_00206_png.rf.bfdc7f4117d5e71449454cac13cb2ad2.txt","train"
"train","00008_00006_00017_png.rf.15d85339b2a56c01daaf309b8a41c912.jpg","00008_00006_00017_png.rf.15d85339b2a56c01daaf309b8a41c912.txt","train"
"train","000979_jpg.rf.8118c53536118fbd94d78045eb7a2628.jpg","000979_jpg.rf.8118c53536118fbd94d78045eb7a2628.txt","train"
"train","000910_jpg.rf.9ab0c6b3060239ae5aea4cb1ec67b733.jpg","000910_jpg.rf.9ab0c6b3060239ae5aea4cb1ec67b733.txt","train"
"train","001007_jpg.rf.f46bc1ea0c27493a4f0e2ebfa01c2dc9.jpg","001007_jpg.rf.f46bc1ea0c27493a4f0e2ebfa01c2dc9.txt","train"
"train","FisheyeCamera_1_00437_png.rf.50c930d7ad5cb672000f58beb58921c9.jpg","FisheyeCamera_1_00437_png.rf.50c930d7ad5cb672000f58beb58921c9.txt","train"
"train","001687_JPG_jpg.rf.a6e3754d2ab89300a536fa6898de784f.jpg","001687_JPG_jpg.rf.a6e3754d2ab89300a536fa6898de784f.txt","train"
"train","00000_00006_00007_png.rf.ccc7681daac7c42d39c7ce23809c45f6.jpg","00000_00006_00007_png.rf.ccc7681daac7c42d39c7ce23809c45f6.txt","train"
"train","000798_jpg.rf.6350fafe417b1baa7728d2a0ceaab693.jpg","000798_jpg.rf.6350fafe417b1baa7728d2a0ceaab693.txt","valid"
"train","000966_JPG_jpg.rf.5a2e4bbe3fdc6be0991eae9257862f98.jpg","000966_JPG_jpg.rf.5a2e4bbe3fdc6be0991eae9257862f98.txt","test"
"train","00003_00007_00013_png.rf.a2dab0e35de64b4ea9ebbca74a05d27b.jpg","00003_00007_00013_png.rf.a2dab0e35de64b4ea9ebbca74a05d27b.txt","train"
"train","00003_00044_00017_png.rf.ffbd04eec616fdd201c76d8602ee41d5.jpg","00003_00044_00017_png.rf.ffbd04eec616fdd201c76d8602ee41d5.txt","train"
"train","FisheyeCamera_1_00011_png.rf.514b509b97f0ce00688552cb5461f388.jpg","FisheyeCamera_1_00011_png.rf.514b509b97f0ce00688552cb5461f388.txt","train"
"train","road107_png.rf.9d4ed3eb1ed827de093c06437245a5d5.jpg","road107_png.rf.9d4ed3eb1ed827de093c06437245a5d5.txt","valid"
"train","00008_00038_00020_png.rf.b9de49551dac6357532249b191ea85b6.jpg","00008_00038_00020_png.rf.b9de49551dac6357532249b191ea85b6.txt","train"
"train","road519_png.rf.0415c1a6ec460f43c4f3aec4a853416e.jpg","road519_png.rf.0415c1a6ec460f43c4f3aec4a853416e.txt","test"
"train","FisheyeCamera_1_00047_png.rf.4eb4c7100b0490af44aa0f8a50c4cccc.jpg","FisheyeCamera_1_00047_png.rf.4eb4c7100b0490af44aa0f8a50c4cccc.txt","train"
"train","00004_00057_00009_png.rf.6bcc96881270687c3d126220166dd888.jpg","00004_00057_00009_png.rf.6bcc96881270687c3d126220166dd888.txt","train"
"train","FisheyeCamera_1_00596_png.rf.e8d1eeec699ff7f760d94f4383db62ac.jpg","FisheyeCamera_1_00596_png.rf.e8d1eeec699ff7f760d94f4383db62ac.txt","train"
"train","00003_00045_00007_png.rf.15d7f22043df37d8cdb5771c32b23c8d.jpg","00003_00045_00007_png.rf.15d7f22043df37d8cdb5771c32b23c8d.txt","valid"
"train","00000_00002_00013_png.rf.8c8af3e962380a9b99d56d2f684747f6.jpg","00000_00002_00013_png.rf.8c8af3e962380a9b99d56d2f684747f6.txt","train"
"train","00000_00004_00021_png.rf.94985e1203185d9dec46ee46532910ac.jpg","00000_00004_00021_png.rf.94985e1203185d9dec46ee46532910ac.txt","train"
"train","00005_00017_00010_png.rf.32ecd9d44fad57be182927315ada8ef7.jpg","00005_00017_00010_png.rf.32ecd9d44fad57be182927315ada8ef7.txt","train"
"train","000043_jpg.rf.d40f76c0825c1f6c119c001097a135ff.jpg","000043_jpg.rf.d40f76c0825c1f6c119c001097a135ff.txt","train"
"train","00014_00006_00002_png.rf.830d33747e09892cb73c85b59cd0aad6.jpg","00014_00006_00002_png.rf.830d33747e09892cb73c85b59cd0aad6.txt","valid"
"train","00008_00007_00005_png.rf.cd1d7f21664a3491f4b84ab30267e2e8.jpg","00008_00007_00005_png.rf.cd1d7f21664a3491f4b84ab30267e2e8.txt","train"
"train","road657_png.rf.adab246951464037d115a0fb676e3d9e.jpg","road657_png.rf.adab246951464037d115a0fb676e3d9e.txt","valid"
"train","00014_00009_00013_png.rf.8efeb51a9868cba469f3eb0ca99f0ab0.jpg","00014_00009_00013_png.rf.8efeb51a9868cba469f3eb0ca99f0ab0.txt","train"
"train","000211_jpg.rf.2ce8c720f23db55b771f17a79ece2e24.jpg","000211_jpg.rf.2ce8c720f23db55b771f17a79ece2e24.txt","train"
"train","road630_png.rf.163af52349fb5b7475517c18f76f077a.jpg","road630_png.rf.163af52349fb5b7475517c18f76f077a.txt","train"
"train","000645_jpg.rf.ee657fa17ee66b73afc9dc085cda26ff.jpg","000645_jpg.rf.ee657fa17ee66b73afc9dc085cda26ff.txt","train"
"train","FisheyeCamera_1_00476_png.rf.00903c1e860e40fb84e79667d70c9ca7.jpg","FisheyeCamera_1_00476_png.rf.00903c1e860e40fb84e79667d70c9ca7.txt","test"
"train","FisheyeCamera_1_00208_png.rf.27849a1603cee2176e5bbc8e0ae6ef40.jpg","FisheyeCamera_1_00208_png.rf.27849a1603cee2176e5bbc8e0ae6ef40.txt","train"
"train","001069_jpg.rf.eea61f89aa03e4288a5ed3ab501cd357.jpg","001069_jpg.rf.eea61f89aa03e4288a5ed3ab501cd357.txt","train"
"train","00014_00015_00005_png.rf.bc5986a643337c34b7d1ec93e0cf182a.jpg","00014_00015_00005_png.rf.bc5986a643337c34b7d1ec93e0cf182a.txt","train"
"train","000638_jpg.rf.d1038066c8bb4233206a587fd3840ffa.jpg","000638_jpg.rf.d1038066c8bb4233206a587fd3840ffa.txt","train"
"train","road521_png.rf.8e928ffd8ca3a5205acc8f9bb54b11f9.jpg","road521_png.rf.8e928ffd8ca3a5205acc8f9bb54b11f9.txt","train"
"train","000190_jpg.rf.16e896bc4cfa17118c01311c967870e1.jpg","000190_jpg.rf.16e896bc4cfa17118c01311c967870e1.txt","train"
"train","001250_jpg.rf.fc9de165c91f4eb82edc69a8a1a2a001.jpg","001250_jpg.rf.fc9de165c91f4eb82edc69a8a1a2a001.txt","test"
"train","001066_jpg.rf.7cbe329e6833ed78a81bde3a97859628.jpg","001066_jpg.rf.7cbe329e6833ed78a81bde3a97859628.txt","train"
"train","000902_jpg.rf.e12aeca2cb2433380368ce1f8f8b236f.jpg","000902_jpg.rf.e12aeca2cb2433380368ce1f8f8b236f.txt","test"
"train","00001_00060_00006_png.rf.e8de067d388fca5768a8f4924aa1543b.jpg","00001_00060_00006_png.rf.e8de067d388fca5768a8f4924aa1543b.txt","train"
"train","00003_00004_00023_png.rf.baab29a3dcf6be405a8dd7556ab2c7c6.jpg","00003_00004_00023_png.rf.baab29a3dcf6be405a8dd7556ab2c7c6.txt","train"
"train","FisheyeCamera_1_00622_png.rf.810f680212b542138b027efce1a509a8.jpg","FisheyeCamera_1_00622_png.rf.810f680212b542138b027efce1a509a8.txt","train"
"train","00014_00005_00024_png.rf.932833160880d09f0096a6b2b7a62c86.jpg","00014_00005_00024_png.rf.932833160880d09f0096a6b2b7a62c86.txt","train"
"train","000335_jpg.rf.e45558419b2803edab17e6c6e65dbc2d.jpg","000335_jpg.rf.e45558419b2803edab17e6c6e65dbc2d.txt","train"
"train","00014_00002_00029_png.rf.2179f3504e12d4aafe28feaa39a03b88.jpg","00014_00002_00029_png.rf.2179f3504e12d4aafe28feaa39a03b88.txt","test"
"train","road687_png.rf.b363747daec82809bfed6fc92c1d3d65.jpg","road687_png.rf.b363747daec82809bfed6fc92c1d3d65.txt","train"
"train","00003_00012_00019_png.rf.4d98b2caac1067d2bd0c6cddbbf56176.jpg","00003_00012_00019_png.rf.4d98b2caac1067d2bd0c6cddbbf56176.txt","valid"
"train","00002_00024_00029_png.rf.f8a774d4c1ddb5994d5a917654907fa9.jpg","00002_00024_00029_png.rf.f8a774d4c1ddb5994d5a917654907fa9.txt","train"
"train","FisheyeCamera_1_00595_png.rf.cc74deab52ace8e1a6e92f5ce2f24a34.jpg","FisheyeCamera_1_00595_png.rf.cc74deab52ace8e1a6e92f5ce2f24a34.txt","train"
"train","001068_jpg.rf.410c9e3c9d20fff916d946112a4c8280.jpg","001068_jpg.rf.410c9e3c9d20fff916d946112a4c8280.txt","train"
"train","road667_png.rf.bb6fbb2110a36db7b136478784f882e6.jpg","road667_png.rf.bb6fbb2110a36db7b136478784f882e6.txt","train"
"train","001014_jpg.rf.d502d47cbc2b5f7e8d63662899b57482.jpg","001014_jpg.rf.d502d47cbc2b5f7e8d63662899b57482.txt","test"
"train","000383_jpg.rf.3960d4472b3ae144a97da9965cf40c53.jpg","000383_jpg.rf.3960d4472b3ae144a97da9965cf40c53.txt","test"
"train","10a18f3d-79d7-447f-ab9e-6de78b09477f_jpg.rf.49d525cb622a7fe5e11e708ec2cfa616.jpg","10a18f3d-79d7-447f-ab9e-6de78b09477f_jpg.rf.49d525cb622a7fe5e11e708ec2cfa616.txt","test"
"train","00005_00018_00017_png.rf.19fe4acb76846060138340bd2f09e9d7.jpg","00005_00018_00017_png.rf.19fe4acb76846060138340bd2f09e9d7.txt","train"
"train","000024_jpg.rf.b990bca8dbfefd18c16b8be0a1e6bb31.jpg","000024_jpg.rf.b990bca8dbfefd18c16b8be0a1e6bb31.txt","train"
"train","00004_00036_00025_png.rf.6d93a86e15437a40c7a4de8210721da4.jpg","00004_00036_00025_png.rf.6d93a86e15437a40c7a4de8210721da4.txt","train"
"train","00007_00005_00016_png.rf.29d9836219ac34bce520dae9d67a8804.jpg","00007_00005_00016_png.rf.29d9836219ac34bce520dae9d67a8804.txt","train"
"train","road590_png.rf.844222c16267ec5d05a4ae8c7067c2b0.jpg","road590_png.rf.844222c16267ec5d05a4ae8c7067c2b0.txt","train"
"train","000875_jpg.rf.c757b897f56dc6e92e6bb7e8434a056c.jpg","000875_jpg.rf.c757b897f56dc6e92e6bb7e8434a056c.txt","train"
"train","001455_jpg.rf.346e6e410e42d20cbdb88ec4b7c4fe6b.jpg","001455_jpg.rf.346e6e410e42d20cbdb88ec4b7c4fe6b.txt","valid"
"train","00004_00034_00016_png.rf.b5c4687785a54f79079cd65a95ebecdd.jpg","00004_00034_00016_png.rf.b5c4687785a54f79079cd65a95ebecdd.txt","train"
"train","road585_png.rf.20e1e0728366168ff72a67afa959c6bc.jpg","road585_png.rf.20e1e0728366168ff72a67afa959c6bc.txt","test"
"train","FisheyeCamera_1_00020_png.rf.1643a428ca2e5305aae6a024a59acd7e.jpg","FisheyeCamera_1_00020_png.rf.1643a428ca2e5305aae6a024a59acd7e.txt","train"
"train","road721_png.rf.e043f22fa8a8db78a47ce688374f5fc2.jpg","road721_png.rf.e043f22fa8a8db78a47ce688374f5fc2.txt","valid"
"train","00001_00043_00006_png.rf.c77682a9c47ea057d9528b49545e0207.jpg","00001_00043_00006_png.rf.c77682a9c47ea057d9528b49545e0207.txt","train"
"train","FisheyeCamera_1_00083_png.rf.fd1febeefbe9083ac191250b41dd04ee.jpg","FisheyeCamera_1_00083_png.rf.fd1febeefbe9083ac191250b41dd04ee.txt","train"
"train","000437_png_jpg.rf.0ca567a11f1c97de0ca90f9720e2aca8.jpg","000437_png_jpg.rf.0ca567a11f1c97de0ca90f9720e2aca8.txt","valid"
"train","000852_JPG_jpg.rf.497f2d99e77dac69476013c63d270e52.jpg","000852_JPG_jpg.rf.497f2d99e77dac69476013c63d270e52.txt","train"
"train","001043_jpg.rf.00d22bcf91b63c3d9cfabcdec39d2ef4.jpg","001043_jpg.rf.00d22bcf91b63c3d9cfabcdec39d2ef4.txt","train"
"train","001251_jpg.rf.6af3a94791d5ce1b35c5870424811122.jpg","001251_jpg.rf.6af3a94791d5ce1b35c5870424811122.txt","train"
"train","000670_jpg.rf.9896b80e5e40aace3a017a98437bedb6.jpg","000670_jpg.rf.9896b80e5e40aace3a017a98437bedb6.txt","test"
"train","097b55bb-4589-4476-8fb6-d955050ffb7b_jpg.rf.b77ee0373c3bec74b2ce1dc19533fff3.jpg","097b55bb-4589-4476-8fb6-d955050ffb7b_jpg.rf.b77ee0373c3bec74b2ce1dc19533fff3.txt","valid"
"train","001061_jpg.rf.8c756b9cb5b7bc7106b7eff2572c14cc.jpg","001061_jpg.rf.8c756b9cb5b7bc7106b7eff2572c14cc.txt","train"
"train","00007_00013_00025_png.rf.04a8c27ea6895cd8ce190c914aaaf6c7.jpg","00007_00013_00025_png.rf.04a8c27ea6895cd8ce190c914aaaf6c7.txt","train"
"train","000806_jpg.rf.ea6462fea0aa69d16d7678294140bf05.jpg","000806_jpg.rf.ea6462fea0aa69d16d7678294140bf05.txt","valid"
"train","000853_jpg.rf.f470013393d057ee0b5f3652917399cb.jpg","000853_jpg.rf.f470013393d057ee0b5f3652917399cb.txt","train"
"train","00002_00025_00028_png.rf.8dcc9793e9ff74b843fb18bbd43b9878.jpg","00002_00025_00028_png.rf.8dcc9793e9ff74b843fb18bbd43b9878.txt","train"
"train","00004_00022_00015_png.rf.b17f8e4a065cf6e0e82b8b3f1fd03269.jpg","00004_00022_00015_png.rf.b17f8e4a065cf6e0e82b8b3f1fd03269.txt","train"
"train","001277_jpg.rf.110f2a67a52490b5ea36f669b2a5d474.jpg","001277_jpg.rf.110f2a67a52490b5ea36f669b2a5d474.txt","test"
